,abv,ibu,beer_name,style,ounces,brewery_name,city,state
569,0.065,8.0,Ale Cider,Fruit / Vegetable Beer,16.0,Chapman's Brewing,Angola, IN
570,0.055,30.0,Pail Ale,American Pale Ale (APA),16.0,Chapman's Brewing,Angola, IN
571,0.045,23.2,Englishman,English Brown Ale,16.0,Chapman's Brewing,Angola, IN
572,0.08,69.0,8 Barrel,American Strong Ale,16.0,Chatham Brewing,Chatham, NY
573,0.055,40.0,Oktoberfest,Märzen / Oktoberfest,16.0,Chatham Brewing,Chatham, NY
574,0.057,58.0,IPA #11,American IPA,16.0,Cheboygan Brewing Company,Cheboygan, MI
575,0.057,10.0,Blood Orange Honey,Fruit / Vegetable Beer,16.0,Cheboygan Brewing Company,Cheboygan, MI
576,0.052,34.125,Lighthouse Amber,Altbier,16.0,Cheboygan Brewing Company,Cheboygan, MI
577,0.089,126.0,Bay of Bengal Double IPA (2014),American Double / Imperial IPA,12.0,Christian Moerlein Brewing Company,Cincinnati, OH
578,0.049,29.0,Churchkey Pilsner Style Beer,American Pilsner,12.0,Churchkey Can Company,Seattle, WA
579,0.05,40.912020006176114,First Press,Cider,12.0,Ciderboys,Stevens Point, WI
580,0.05,40.912020006176114,Magic Apple,Cider,12.0,Ciderboys,Stevens Point, WI
581,0.055,25.0,Cubano Espresso,Bock,12.0,Cigar City Brewing Company,Tampa, FL
582,0.062,65.0,Operation Homefront,American IPA,12.0,Cigar City Brewing Company,Tampa, FL
583,0.0819999999999999,65.0,Wandering Pelican,American Black Ale,12.0,Cigar City Brewing Company,Tampa, FL
584,0.055,29.894736842105264,Sugar Plum,American Brown Ale,12.0,Cigar City Brewing Company,Tampa, FL
585,0.055,22.904761904761905,Oktoberfest,Märzen / Oktoberfest,12.0,Cigar City Brewing Company,Tampa, FL
586,0.06,31.923076923076923,Puppy's Breath Porter,American Porter,12.0,Cigar City Brewing Company,Tampa, FL
587,0.045,67.63455149501661,Happening Now,American IPA,12.0,Cigar City Brewing Company,Tampa, FL
588,0.07,60.0,Hopped on the High Seas (Hop #529),American IPA,12.0,Cigar City Brewing Company,Tampa, FL
589,0.07,60.0,Hopped on the High Seas (Calypso),American IPA,12.0,Cigar City Brewing Company,Tampa, FL
590,0.063,44.94117647058823,Wiregrass Post-Prohibition Ale,American Pale Ale (APA),12.0,Cigar City Brewing Company,Tampa, FL
591,0.07,60.0,Dry-Hopped On The High Seas Caribbean-Style IPA,American IPA,12.0,Cigar City Brewing Company,Tampa, FL
592,0.07,60.0,Hopped on the High Seas (Citra),American IPA,12.0,Cigar City Brewing Company,Tampa, FL
593,0.07,60.0,Hopped on the High Seas (Ahtanum),American IPA,12.0,Cigar City Brewing Company,Tampa, FL
594,0.055,44.94117647058823,Gwar Beer,American Pale Ale (APA),12.0,Cigar City Brewing Company,Tampa, FL
595,0.052,20.688524590163933,Tropical Heatwave,American Pale Wheat Ale,16.0,Cigar City Brewing Company,Tampa, FL
596,0.075,70.0,Humidor Series India Pale Ale,American IPA,12.0,Cigar City Brewing Company,Tampa, FL
597,0.075,70.0,Jai Alai IPA Aged on White Oak,American IPA,12.0,Cigar City Brewing Company,Tampa, FL
598,0.08,65.0,José Martí American Porter,American Porter,12.0,Cigar City Brewing Company,Tampa, FL
599,0.05,44.94117647058823,Invasion Pale Ale,American Pale Ale (APA),12.0,Cigar City Brewing Company,Tampa, FL
600,0.055,25.0,Maduro Brown Ale,English Brown Ale,12.0,Cigar City Brewing Company,Tampa, FL
601,0.055,25.0,Maduro Brown Ale,American Brown Ale,12.0,Cigar City Brewing Company,Tampa, FL
602,0.05,17.916666666666668,Hotter Than Helles Lager,Munich Helles Lager,12.0,Cigar City Brewing Company,Tampa, FL
603,0.072,75.0,Tocobaga Red Ale,American Amber / Red Ale,12.0,Cigar City Brewing Company,Tampa, FL
604,0.075,70.0,Jai Alai IPA,American IPA,12.0,Cigar City Brewing Company,Tampa, FL
605,0.05,18.0,Florida Cracker Belgian Wit,Witbier,12.0,Cigar City Brewing Company,Tampa, FL
606,0.048,11.666666666666666,Shark Tracker Light lager,Light Lager,12.0,Cisco Brewers,Nantucket, MA
607,0.06,24.818181818181817,Pumple Drumkin,Pumpkin Ale,12.0,Cisco Brewers,Nantucket, MA
608,0.045,16.208333333333332,Grey Lady,Witbier,12.0,Cisco Brewers,Nantucket, MA
609,0.062,17.916666666666668,Summer of Lager,Munich Helles Lager,12.0,Cisco Brewers,Nantucket, MA
610,0.065,67.63455149501661,Indie Pale Ale,American IPA,12.0,Cisco Brewers,Nantucket, MA
611,0.038,11.666666666666666,Sankaty Light Lager,Light Lager,12.0,Cisco Brewers,Nantucket, MA
612,0.0559999999999999,31.4,Whale's Tale Pale Ale,English Pale Ale,12.0,Cisco Brewers,Nantucket, MA
613,0.067,60.0,Jacaranada Rye IPA,American IPA,16.0,Claremont Craft Ales,Claremont, CA
614,0.06,75.0,Cascadian Dark Ale,American Black Ale,12.0,Coalition Brewing Company,Portland, OR
615,0.044,13.0,Wheat the People,American Pale Wheat Ale,16.0,Coalition Brewing Company,Portland, OR
616,0.047,17.0,Tybee Island Blonde,American Blonde Ale,12.0,Coastal Empire Beer Company,Savannah, GA
617,0.062,55.0,Savannah Brown Ale,American Brown Ale,12.0,Coastal Empire Beer Company,Savannah, GA
618,0.046,11.0,Rhode Island Blueberry,Kölsch,12.0,Coastal Extreme Brewing Company,Newport, RI
619,0.065,75.0,Newport Storm IPA,American IPA,12.0,Coastal Extreme Brewing Company,Newport, RI
620,0.052,24.0,Hurricane Amber Ale (2004),American Amber / Red Ale,12.0,Coastal Extreme Brewing Company,Newport, RI
621,0.052,24.0,Hurricane Amber Ale,American Amber / Red Ale,12.0,Coastal Extreme Brewing Company,Newport, RI
622,0.0579999999999999,14.2,Big Blue Van,Fruit / Vegetable Beer,16.0,College Street Brewhouse and Pub,Lake Havasu City, AZ
623,0.068,75.0,Des Moines IPA,American IPA,16.0,Confluence Brewing Company,Des Moines, IA
624,0.048,22.0,Capital Gold Golden Lager,German Pilsener,16.0,Confluence Brewing Company,Des Moines, IA
625,0.0559999999999999,21.0,Farmer John's Multi-Grain Ale,American Blonde Ale,16.0,Confluence Brewing Company,Des Moines, IA
626,0.05,23.285714285714285,Behemoth,American Pilsner,12.0,Core Brewing & Distilling Company,Springdale, AR
627,0.052,36.298701298701296,Arkansas Red,American Amber / Red Ale,12.0,Core Brewing & Distilling Company,Springdale, AR
628,0.057,28.09090909090909,Core Oatmeal Stout,Oatmeal Stout,12.0,Core Brewing & Distilling Company,Springdale, AR
629,0.061,45.71428571428572,Core ESB,Extra Special / Strong Bitter (ESB),12.0,Core Brewing & Distilling Company,Springdale, AR
630,0.038,26.75,Chester's Beer (2005),American Pale Lager,12.0,Cottrell Brewing,Pawcatuck, CT
631,0.05,21.77777777777778,Heiner Brau Kölsch,Kölsch,12.0,Covington Brewhouse,Covington, LA
632,0.048,20.983606557377048,Trigger Blonde Ale,American Blonde Ale,16.0,Crabtree Brewing Company,Greeley, CO
633,0.075,29.0,Crabtree Oatmeal Stout,Oatmeal Stout,16.0,Crabtree Brewing Company,Greeley, CO
634,0.077,71.0,Eclipse Black IPA,American Black Ale,16.0,Crabtree Brewing Company,Greeley, CO
635,0.06,46.0,Neomexicanus Native,American Pale Ale (APA),12.0,Crazy Mountain Brewing Company,Edwards, CO
636,0.075,25.0,Old Soul,Belgian Strong Pale Ale,12.0,Crazy Mountain Brewing Company,Edwards, CO
637,0.059,41.3125,Snowcat Coffee Stout,American Stout,12.0,Crazy Mountain Brewing Company,Edwards, CO
638,0.052,15.0,Lava Lake Wit,Witbier,12.0,Crazy Mountain Brewing Company,Edwards, CO
639,0.06,44.94117647058823,Mountain Livin' Pale Ale,American Pale Ale (APA),12.0,Crazy Mountain Brewing Company,Edwards, CO
640,0.052,25.0,Crazy Mountain Amber Ale,American Amber / Red Ale,12.0,Crazy Mountain Brewing Company,Edwards, CO
641,0.065,65.0,Tropicalia,American IPA,12.0,Creature Comforts,Athens, GA
642,0.045,7.8,Athena,Berliner Weissbier,12.0,Creature Comforts,Athens, GA
643,0.049,25.0,Aviator Raspberry Blonde,American Blonde Ale,12.0,Crooked Fence Brewing Company,Garden City, ID
644,0.055,31.923076923076923,3 Picket Porter,American Porter,12.0,Crooked Fence Brewing Company,Garden City, ID
645,0.0559999999999999,44.94117647058823,Rusty Nail Pale Ale,American Pale Ale (APA),12.0,Crooked Fence Brewing Company,Garden City, ID
646,0.065,36.298701298701296,Red Water Irish Style Red,American Amber / Red Ale,12.0,Crow Peak Brewing Company,Spearfish, SD
647,0.066,22.2,Mjöllnir,Herbed / Spiced Beer,12.0,Crow Peak Brewing Company,Spearfish, SD
648,0.055,29.894736842105264,Bear Butte Nut Brown Ale,American Brown Ale,12.0,Crow Peak Brewing Company,Spearfish, SD
649,0.045,20.983606557377048,Easy Livin' Summer Ale,American Blonde Ale,12.0,Crow Peak Brewing Company,Spearfish, SD
650,0.055,20.33333333333333,Canyon Cream Ale,Cream Ale,12.0,Crow Peak Brewing Company,Spearfish, SD
651,0.069,31.923076923076923,Pile O'Dirt Porter,American Porter,12.0,Crow Peak Brewing Company,Spearfish, SD
652,0.06,67.63455149501661,11th Hour IPA,American IPA,12.0,Crow Peak Brewing Company,Spearfish, SD
653,0.06,31.0,South Ridge Amber Ale,American Amber / Red Ale,16.0,Crystal Springs Brewing Company,Boulder, CO
654,0.052,23.0,Summertime Ale,Kölsch,16.0,Crystal Springs Brewing Company,Boulder, CO
655,0.049,20.983606557377048,Lost River Blonde Ale,American Blonde Ale,16.0,Cutters Brewing Company,Avon, IN
656,0.054,16.208333333333332,Monon Wheat,Witbier,16.0,Cutters Brewing Company,Avon, IN
657,0.08,26.90909090909091,Floyd's Folly,Scottish Ale,16.0,Cutters Brewing Company,Avon, IN
658,0.063,67.63455149501661,Half Court IPA,American IPA,16.0,Cutters Brewing Company,Avon, IN
659,0.045,31.4,Geary's Pale Ale,English Pale Ale,12.0,D.L. Geary Brewing Company,Portland, ME
660,0.06,21.77777777777778,Geary's Summer Ale,Kölsch,12.0,D.L. Geary Brewing Company,Portland, ME
661,0.08,24.23076923076923,Stone of Arbroath,Scotch Ale / Wee Heavy,12.0,DC Brau Brewing Company,Washington, DC
662,0.05,15.0,The Tradition,American Blonde Ale,12.0,DC Brau Brewing Company,Washington, DC
663,0.053,11.0,El Hefe Speaks,Hefeweizen,12.0,DC Brau Brewing Company,Washington, DC
664,0.055,31.923076923076923,Penn Quarter Porter,American Porter,12.0,DC Brau Brewing Company,Washington, DC
665,0.092,115.0,On the Wings of Armageddon,American Double / Imperial IPA,12.0,DC Brau Brewing Company,Washington, DC
666,0.065,80.0,The Corruption,American IPA,12.0,DC Brau Brewing Company,Washington, DC
667,0.07,23.875,The Citizen,Belgian Pale Ale,12.0,DC Brau Brewing Company,Washington, DC
668,0.06,44.94117647058823,The Public,American Pale Ale (APA),12.0,DC Brau Brewing Company,Washington, DC
669,0.065,67.63455149501661,Dank IPA,American IPA,16.0,Dad & Dude's Breweria,Aurora, CO
670,0.065,67.63455149501661,Dank IPA (2012),American IPA,16.0,Dad & Dude's Breweria,Aurora, CO
671,0.072,67.63455149501661,Lift Off IPA,American IPA,16.0,Daredevil Brewing Company,Shelbyville, IN
672,0.055,26.75,BrewFarm Select Golden Lager,American Pale Lager,12.0,Dave's Brewfarm,Wilson, WI
673,0.05,20.983606557377048,Sprocket Blonde Ale (2006),American Blonde Ale,12.0,David's Ale Works,Diamond Springs, CA
674,0.05,44.94117647058823,Sprocket Pale Ale (2006),American Pale Ale (APA),12.0,David's Ale Works,Diamond Springs, CA
675,0.063,37.0,Dead Armadillo Amber Ale,American Amber / Red Ale,12.0,Dead Armadillo Craft Brewing,Tulsa, OK
676,0.06,22.0,Neato Bandito,Euro Pale Lager,12.0,Deep Ellum Brewing Company,Dallas, TX
677,0.075,33.0,Oak Cliff Coffee Ale,American Brown Ale,12.0,Deep Ellum Brewing Company,Dallas, TX
678,0.085,100.0,Dream Crusher Double IPA,American Double / Imperial IPA,12.0,Deep Ellum Brewing Company,Dallas, TX
679,0.06,44.94117647058823,Deep Ellum Pale Ale,American Pale Ale (APA),12.0,Deep Ellum Brewing Company,Dallas, TX
680,0.07,54.0,Double Brown Stout,Baltic Porter,12.0,Deep Ellum Brewing Company,Dallas, TX
681,0.048,25.0,Farmhouse Wit,Saison / Farmhouse Ale,16.0,Deep Ellum Brewing Company,Dallas, TX
682,0.046,34.1764705882353,Rye Pils Session Lager,German Pilsener,12.0,Deep Ellum Brewing Company,Dallas, TX
683,0.052,23.0,Dallas Blonde,American Blonde Ale,12.0,Deep Ellum Brewing Company,Dallas, TX
684,0.07,70.0,Deep Ellum IPA,American IPA,12.0,Deep Ellum Brewing Company,Dallas, TX
685,0.045,44.0,Thrasher Session India Pale Ale,American IPA,12.0,Defiance Brewing Company,Hays, KS
686,0.05,16.0,Gutch English Style Mild Ale,English Pale Mild Ale,12.0,Defiance Brewing Company,Hays, KS
687,0.059,55.0,Chuli Stout,Irish Dry Stout,12.0,Denali Brewing Company,Talkeetna, AK
688,0.0559999999999999,46.0,Mother Ale,American Blonde Ale,12.0,Denali Brewing Company,Talkeetna, AK
689,0.065,71.0,Twister Creek India Pale Ale,American IPA,12.0,Denali Brewing Company,Talkeetna, AK
690,0.0579999999999999,46.0,Single Engine Red,Irish Red Ale,12.0,Denali Brewing Company,Talkeetna, AK
691,0.07,67.63455149501661,Incredible Pedal IPA,American IPA,12.0,Denver Beer Company,Denver, CO
692,0.05,31.923076923076923,Graham Cracker Porter,American Porter,12.0,Denver Beer Company,Denver, CO
693,0.05,40.0,Mirror Pond Pale Ale,American Pale Ale (APA),12.0,Deschutes Brewery,Bend, OR
694,0.052,16.0,Weissenheimer,Hefeweizen,12.0,Destihl Brewery,Bloomington, IL
695,0.049,22.0,Abbey's Single (2015- ),Abbey Single Ale,12.0,Destihl Brewery,Bloomington, IL
696,0.063,76.0,Vertex IPA,American IPA,12.0,Destihl Brewery,Bloomington, IL
697,0.05,12.0,Here Gose Nothin',Gose,12.0,Destihl Brewery,Bloomington, IL
698,0.05,14.2,Strawberry Blonde,Fruit / Vegetable Beer,12.0,Destihl Brewery,Bloomington, IL
699,0.096,85.0,Hoperation Overload,American Double / Imperial IPA,12.0,Destihl Brewery,Bloomington, IL
700,0.049,22.0,Abbey's Single Ale (Current),Abbey Single Ale,12.0,Destihl Brewery,Bloomington, IL
701,0.044,45.0,Bravo Four Point,American Pale Ale (APA),12.0,Devil's Backbone Brewing Company,Lexington, VA
702,0.052,26.0,Striped Bass Pale Ale,American Pale Ale (APA),12.0,Devil's Backbone Brewing Company,Lexington, VA
703,0.054,27.0,Deadicated Amber,American Amber / Red Ale,16.0,Devil's Canyon Brewery,Belmont, CA
704,0.071,85.0,California Sunshine Rye IPA,American IPA,16.0,Devil's Canyon Brewery,Belmont, CA
705,0.074,12.0,Full Boar Scotch Ale,Scotch Ale / Wee Heavy,16.0,Devil's Canyon Brewery,Belmont, CA
706,0.045,44.94117647058823,12 Man Pale Ale,American Pale Ale (APA),12.0,Dick's Brewing Company,Centralia, WA
707,0.065,72.0,Filthy Hoppin' IPA,American IPA,16.0,Dirty Bucket Brewing Company,Woodinville, WA
708,0.049,40.912020006176114,Cranberry Blend,Cider,12.0,Downeast Cider House,Leominster, MA
709,0.051,40.912020006176114,Orignal Blend,Cider,12.0,Downeast Cider House,Leominster, MA
710,0.066,100.0,Hop Abomination,American IPA,12.0,Dry Dock Brewing Company,Aurora, CO
711,0.051,17.0,Apricot Blonde,Fruit / Vegetable Beer,12.0,Dry Dock Brewing Company,Aurora, CO
712,0.043,12.0,Dry Dock Hefeweizen,Hefeweizen,12.0,Dry Dock Brewing Company,Aurora, CO
713,0.0579999999999999,49.0,Dry Dock Amber Ale,American Amber / Red Ale,12.0,Dry Dock Brewing Company,Aurora, CO
714,0.061,64.0,Category 3 IPA,American IPA,12.0,Due South Brewing Company,Boynton Beach, FL
715,0.045,18.0,Dundee Summer Wheat Beer,American Pale Wheat Ale,12.0,Dundee Brewing Company,Rochester, NY
716,0.05,24.818181818181817,Pumpkin Patch Ale,Pumpkin Ale,16.0,Eddyline Brewery & Restaurant,Buena Vista, CO
717,0.078,74.0,Crank Yanker IPA,American IPA,16.0,Eddyline Brewery & Restaurant,Buena Vista, CO
718,0.06,44.94117647058823,River Runners Pale Ale,American Pale Ale (APA),16.0,Eddyline Brewery & Restaurant,Buena Vista, CO
719,0.05,24.818181818181817,Pumpkin Patch Ale (2012),Pumpkin Ale,16.0,Eddyline Brewery & Restaurant,Buena Vista, CO
720,0.055,14.2,Mountain Fairy Raspberry Wheat,Fruit / Vegetable Beer,16.0,Eddyline Brewery & Restaurant,Buena Vista, CO
721,0.045,34.1764705882353,Boater Beer,German Pilsener,16.0,Eddyline Brewery & Restaurant,Buena Vista, CO
722,0.078,74.0,Crank Yanker IPA (2011),American IPA,16.0,Eddyline Brewery & Restaurant,Buena Vista, CO
723,0.057,45.71428571428572,Bleeding Buckeye Red Ale,Extra Special / Strong Bitter (ESB),16.0,Elevator Brewing Company,Columbus, OH
724,0.049,25.0,Dottie Seattle Lager,American Amber / Red Lager,16.0,Emerald City Beer Company,Seattle, WA
725,0.07,29.894736842105264,Nut Sack Imperial Brown Ale,American Brown Ale,12.0,Engine 15 Brewing,Jacksonville Beach, FL
726,0.05,11.0,Underachiever,American Adjunct Lager,16.0,Engine House 9,Tacoma, WA
727,0.052,14.2,Lil' Brainless Raspberries,Fruit / Vegetable Beer,12.0,Epic Brewing,Denver, CO
728,0.052,44.94117647058823,Element 29,American Pale Ale (APA),12.0,Epic Brewing,Denver, CO
729,0.05,26.75,Hop Syndrome,American Pale Lager,12.0,Epic Brewing,Denver, CO
730,0.062,67.63455149501661,Escape to Colorado,American IPA,12.0,Epic Brewing,Denver, CO
731,0.043,60.0,Little Sister India Style Session Ale,American IPA,12.0,Everybody's Brewing,White Salmon, WA
732,0.062,80.0,Country Boy IPA,American IPA,12.0,Everybody's Brewing,White Salmon, WA
733,0.049,23.0,Blonde Czich,American Blonde Ale,16.0,Evil Czech Brewery,Mishawaka, IN
734,0.07,61.0,White Reaper,Belgian IPA,16.0,Evil Czech Brewery,Mishawaka, IN
735,0.051,20.688524590163933,Bobblehead,American Pale Wheat Ale,16.0,Evil Czech Brewery,Mishawaka, IN
736,0.052,44.94117647058823,Lucky Dog,American Pale Ale (APA),16.0,Evil Czech Brewery,Mishawaka, IN
737,0.048,31.923076923076923,Voodoo,American Porter,16.0,Evil Czech Brewery,Mishawaka, IN
738,0.054,48.0,General George Patton Pilsner,Czech Pilsener,16.0,Evil Czech Brewery,Mishawaka, IN
739,0.04,7.8,Nomader Weiss,Berliner Weissbier,12.0,Evil Twin Brewing,Brooklyn, NY
740,0.085,93.32,Molotov Lite,American Double / Imperial IPA,16.0,Evil Twin Brewing,Brooklyn, NY
741,0.055,44.94117647058823,Hipster Ale (Two Roads Brewing),American Pale Ale (APA),12.0,Evil Twin Brewing,Brooklyn, NY
742,0.027,67.63455149501661,Bikini Beer,American IPA,12.0,Evil Twin Brewing,Brooklyn, NY
743,0.055,44.94117647058823,Hipster Ale (Westbrook Brewing),American Pale Ale (APA),12.0,Evil Twin Brewing,Brooklyn, NY
744,0.05,32.0,Iron Horse Pale Ale,American Pale Ale (APA),12.0,Fargo Brewing Company,Fargo, ND
745,0.045,19.0,Stone's Throw IPA,Scottish Ale,12.0,Fargo Brewing Company,Fargo, ND
746,0.067,70.0,Wood Chipper India Pale Ale,American IPA,12.0,Fargo Brewing Company,Fargo, ND
747,0.063,55.0,Trail Head,American Pale Ale (APA),12.0,Fat Head's Brewery,Middleburg Heights, OH
748,0.07,80.0,Hop Stalker Fresh Hop IPA,American IPA,16.0,Fat Head's Brewery,Middleburg Heights, OH
749,0.07,58.0,Sudice American Stout,American Stout,16.0,Fate Brewing Company,Boulder, CO
750,0.05,20.0,Parcae Belgian Style Pale Ale,Belgian Pale Ale,16.0,Fate Brewing Company,Boulder, CO
751,0.05,20.0,Norns Roggenbier,Roggenbier,16.0,Fate Brewing Company,Boulder, CO
752,0.05,20.0,Laimas Kölsch Style Ale,Kölsch,16.0,Fate Brewing Company,Boulder, CO
753,0.07,70.0,Moirai India Pale Ale,American IPA,16.0,Fate Brewing Company,Boulder, CO
754,0.075,53.0,Loki Red Ale,American Amber / Red Ale,16.0,Fearless Brewing Company,Estacada, OR
755,0.046,14.2,Peaches & Cream,Fruit / Vegetable Beer,16.0,Fearless Brewing Company,Estacada, OR
756,0.051,67.63455149501661,Quaff India Style Session Ale,American IPA,16.0,Fearless Brewing Company,Estacada, OR
757,0.075,53.0,Loki Red Ale (2013),American Amber / Red Ale,16.0,Fearless Brewing Company,Estacada, OR
758,0.069,93.32,Mjolnir Imperial IPA,American Double / Imperial IPA,16.0,Fearless Brewing Company,Estacada, OR
759,0.05,26.90909090909091,Fearless Scottish Ale,Scottish Ale,16.0,Fearless Brewing Company,Estacada, OR
760,0.081,93.32,Mastermind,American Double / Imperial IPA,12.0,Fiddlehead Brewing Company,Shelburne, VT
761,0.0819999999999999,93.32,Hyzer Flip,American Double / Imperial IPA,16.0,Fiddlehead Brewing Company,Shelburne, VT
762,0.0819999999999999,80.0,Second Fiddle,American Double / Imperial IPA,16.0,Fiddlehead Brewing Company,Shelburne, VT
763,0.055,30.0,Hodad Porter,American Porter,16.0,Fiddlehead Brewing Company,Shelburne, VT
764,0.045,40.912020006176114,Weiss Weiss Baby,Kristalweizen,12.0,Figueroa Mountain Brewing Company,Buellton, CA
765,0.055,45.0,Czech Yo Self,Czech Pilsener,12.0,Figueroa Mountain Brewing Company,Buellton, CA
766,0.048,20.0,FMB 101,Kölsch,12.0,Figueroa Mountain Brewing Company,Buellton, CA
767,0.09,93.32,Hardcore Chimera,American Double / Imperial IPA,16.0,Finch's Beer Company,Chicago, IL
768,0.08,80.0,Sobek & Set,American Black Ale,16.0,Finch's Beer Company,Chicago, IL
769,0.086,72.0,Nuclear Winter,Belgian Strong Dark Ale,16.0,Finch's Beer Company,Chicago, IL
770,0.05,22.0,Wet Hot American Wheat Ale,American Pale Wheat Ale,16.0,Finch's Beer Company,Chicago, IL
771,0.053,41.3125,Secret Stache Stout,American Stout,16.0,Finch's Beer Company,Chicago, IL
772,0.08,72.0,Fascist Pig Ale,American Amber / Red Ale,16.0,Finch's Beer Company,Chicago, IL
773,0.055,44.94117647058823,Cut Throat Pale Ale,American Pale Ale (APA),16.0,Finch's Beer Company,Chicago, IL
774,0.075,67.63455149501661,Threadless IPA,American IPA,16.0,Finch's Beer Company,Chicago, IL
775,0.055,44.94117647058823,Cut Throat Pale Ale (2011),American Pale Ale (APA),16.0,Finch's Beer Company,Chicago, IL
776,0.047,20.983606557377048,Golden Wing Blonde Ale,American Blonde Ale,16.0,Finch's Beer Company,Chicago, IL
777,0.045,47.0,Easy Jack,American IPA,12.0,Firestone Walker Brewing Company,Paso Robles, CA
778,0.075,75.0,Union Jack,American IPA,12.0,Firestone Walker Brewing Company,Paso Robles, CA
779,0.053,34.1764705882353,Pivo Pils,German Pilsener,12.0,Firestone Walker Brewing Company,Paso Robles, CA
780,0.047,20.983606557377048,805 Blonde Ale,American Blonde Ale,12.0,Firestone Walker Brewing Company,Paso Robles, CA
781,0.047,20.0,805,American Blonde Ale,12.0,Firestone Walker Brewing Company,Paso Robles, CA
782,0.065,24.5,Deflator,Doppelbock,16.0,Flat 12 Bierwerks,Indianapolis, IN
783,0.05,27.0,Hinchtown Hammer Down,American Blonde Ale,16.0,Flat 12 Bierwerks,Indianapolis, IN
784,0.06,104.0,Half Cycle IPA,American IPA,16.0,Flat 12 Bierwerks,Indianapolis, IN
785,0.055,44.94117647058823,Moped Traveler,American Pale Ale (APA),16.0,Flesk Brewing Company,Lombard, IL
786,0.071,60.0,Snake Dog IPA,American IPA,12.0,Flying Dog Brewery,Frederick, MD
787,0.047,28.0,Underdog Atlantic Lager,American Pale Lager,12.0,Flying Dog Brewery,Frederick, MD
788,0.04,31.923076923076923,Flying Mouse 8,American Porter,12.0,Flying Mouse Brewery,Troutville, VA
789,0.07,70.0,Flying Mouse 4,American IPA,12.0,Flying Mouse Brewery,Troutville, VA
790,0.078,28.39130434782609,La Ferme Urbaine Farmhouse Ale,Saison / Farmhouse Ale,12.0,Foolproof Brewing Company,Pawtucket, RI
791,0.06,67.63455149501661,Backyahd IPA,American IPA,12.0,Foolproof Brewing Company,Pawtucket, RI
792,0.065,31.923076923076923,Raincloud Robust Porter,American Porter,12.0,Foolproof Brewing Company,Pawtucket, RI
793,0.045,20.983606557377048,Barstool American Golden Ale,American Blonde Ale,12.0,Foolproof Brewing Company,Pawtucket, RI
794,0.05,18.0,What the Butler Saw,Witbier,12.0,Forgotten Boardwalk,Cherry Hill, NJ
795,0.069,65.0,1916 Shore Shiver,American IPA,12.0,Forgotten Boardwalk,Cherry Hill, NJ
796,0.052,23.875,Quick WIT,Belgian Pale Ale,12.0,Fort George Brewery,Astoria, OR
797,0.062,67.63455149501661,The Optimist,American IPA,12.0,Fort George Brewery,Astoria, OR
798,0.045,67.63455149501661,Suicide Squeeze IPA,American IPA,16.0,Fort George Brewery,Astoria, OR
799,0.065,67.63455149501661,Java the Hop,American IPA,16.0,Fort George Brewery,Astoria, OR
800,0.062,68.9,Next Adventure Black IPA,American Black Ale,16.0,Fort George Brewery,Astoria, OR
801,0.067,67.63455149501661,3-Way IPA (2013),American IPA,16.0,Fort George Brewery,Astoria, OR
802,0.0579999999999999,44.94117647058823,Tender Loving Empire NWPA,American Pale Ale (APA),16.0,Fort George Brewery,Astoria, OR
803,0.052,16.208333333333332,Quick Wit Belgianesque Ale,Witbier,16.0,Fort George Brewery,Astoria, OR
804,0.055,44.94117647058823,Sunrise Oatmeal Pale Ale,American Pale Ale (APA),16.0,Fort George Brewery,Astoria, OR
805,0.088,62.0,Cavatica Stout,American Double / Imperial Stout,16.0,Fort George Brewery,Astoria, OR
806,0.051,23.25,1811 Lager,American Amber / Red Lager,16.0,Fort George Brewery,Astoria, OR
807,0.074,97.0,Vortex IPA,American IPA,16.0,Fort George Brewery,Astoria, OR
808,0.047,19.0,Park,American Pale Wheat Ale,12.0,Fort Point Beer Company,San Francisco, CA
809,0.0559999999999999,16.0,Westfalia,American Amber / Red Ale,12.0,Fort Point Beer Company,San Francisco, CA
810,0.046,17.0,KSA,Kölsch,12.0,Fort Point Beer Company,San Francisco, CA
811,0.063,42.0,Villager,American IPA,12.0,Fort Point Beer Company,San Francisco, CA
812,0.085,50.0,Dirty Bastard,Scotch Ale / Wee Heavy,12.0,Founders Brewing Company,Grand Rapids, MI
813,0.072,65.0,Centennial IPA,American IPA,12.0,Founders Brewing Company,Grand Rapids, MI
814,0.047,42.0,All Day IPA,American IPA,12.0,Founders Brewing Company,Grand Rapids, MI
815,0.076,73.0,El Chingon IPA,American IPA,12.0,Four Corners Brewing Company,Dallas, TX
816,0.057,40.0,Block Party Robust Porter,American Porter,12.0,Four Corners Brewing Company,Dallas, TX
817,0.052,20.0,Local Buzz,American Blonde Ale,12.0,Four Corners Brewing Company,Dallas, TX
818,0.055,28.09090909090909,Feel Like Maplin' Love,Oatmeal Stout,16.0,Four Fathers Brewing ,Valparaiso, IN
819,0.05,23.875,Father's Beer,Belgian Pale Ale,16.0,Four Fathers Brewing ,Valparaiso, IN
820,0.06,67.63455149501661,The 26th,American IPA,16.0,Four Fathers Brewing ,Valparaiso, IN
821,0.064,90.0,The Gadget,American IPA,16.0,Four Fathers Brewing ,Valparaiso, IN
822,0.04,26.75,Leprechaun Lager,American Pale Lager,12.0,Four Horsemen Brewing Company,South Bend, IN
