,abv,ibu,beer_name,style,ounces,brewery_name,city,state
1898,0.0579999999999999,40.0,Hipster Breakfast,Oatmeal Stout,16.0,Southern Prohibition Brewing Com...,Hattiesburg, MS
1899,0.05,20.0,Suzy B Dirty Blonde Ale,American Blonde Ale,16.0,Southern Prohibition Brewing Com...,Hattiesburg, MS
1900,0.0579999999999999,60.0,Devil's Harvest Extra Pale Ale,American Pale Ale (APA),16.0,Southern Prohibition Brewing Com...,Hattiesburg, MS
1901,0.065,45.0,Pine Belt Pale Ale,American Pale Ale (APA),12.0,Southern Star Brewing Company,Conroe, TX
1902,0.055,28.39130434782609,Walloon,Saison / Farmhouse Ale,12.0,Southern Star Brewing Company,Conroe, TX
1903,0.069,23.0,Le Mort Vivant,Bière de Garde,12.0,Southern Star Brewing Company,Conroe, TX
1904,0.085,110.0,Red Cockaded Ale,American Double / Imperial IPA,12.0,Southern Star Brewing Company,Conroe, TX
1905,0.092,100.0,Valkyrie Double IPA,American Double / Imperial IPA,12.0,Southern Star Brewing Company,Conroe, TX
1906,0.085,110.0,Red Cockaded Ale (2013),American Double / Imperial IPA,12.0,Southern Star Brewing Company,Conroe, TX
1907,0.072,40.0,Old Potentate,Old Ale,12.0,Southern Star Brewing Company,Conroe, TX
1908,0.05,20.0,Bombshell Blonde,American Blonde Ale,16.0,Southern Star Brewing Company,Conroe, TX
1909,0.099,100.0,PRO-AM (2012) (2012),American Double / Imperial IPA,12.0,Southern Star Brewing Company,Conroe, TX
1910,0.055,28.39130434782609,Walloon (2014),Saison / Farmhouse Ale,12.0,Southern Star Brewing Company,Conroe, TX
1911,0.069,23.0,Le Mort Vivant (2011),Bière de Garde,12.0,Southern Star Brewing Company,Conroe, TX
1912,0.083,50.0,Buried Hatchet Stout,Foreign / Export Stout,12.0,Southern Star Brewing Company,Conroe, TX
1913,0.065,45.0,Pine Belt Pale Ale,American Pale Ale (APA),16.0,Southern Star Brewing Company,Conroe, TX
1914,0.05,20.0,Bombshell Blonde,American Blonde Ale,12.0,Southern Star Brewing Company,Conroe, TX
1915,0.047,35.0,Baby Daddy Session IPA,American IPA,12.0,Speakasy Ales & Lagers,San Francisco, CA
1916,0.0579999999999999,44.94117647058823,Ball & Chain (2014),American Pale Ale (APA),16.0,Spiteful Brewing Company,Chicago, IL
1917,0.096,93.32,Bitter Biker Double IPA,American Double / Imperial IPA,16.0,Spiteful Brewing Company,Chicago, IL
1918,0.0819999999999999,31.923076923076923,God Damn Pigeon Porter,American Porter,16.0,Spiteful Brewing Company,Chicago, IL
1919,0.079,93.32,Working for the Weekend,American Double / Imperial IPA,16.0,Spiteful Brewing Company,Chicago, IL
1920,0.06,36.298701298701296,Angry Adam,American Amber / Red Ale,16.0,Spiteful Brewing Company,Chicago, IL
1921,0.055,41.3125,Freedom Fries,American Stout,16.0,Spiteful Brewing Company,Chicago, IL
1922,0.096,93.32,Bitter Biker Double IPA,American Double / Imperial IPA,12.0,Spiteful Brewing Company,Chicago, IL
1923,0.073,44.94117647058823,Ghost Bike Pale Ale,American Pale Ale (APA),16.0,Spiteful Brewing Company,Chicago, IL
1924,0.062,67.63455149501661,Spiteful IPA,American IPA,12.0,Spiteful Brewing Company,Chicago, IL
1925,0.06,44.94117647058823,Alley Time,American Pale Ale (APA),12.0,Spiteful Brewing Company,Chicago, IL
1926,0.0579999999999999,28.0,Fat Badger,Irish Red Ale,12.0,Spiteful Brewing Company,Chicago, IL
1927,0.055,20.688524590163933,In the Weeds,American Pale Wheat Ale,12.0,Spiteful Brewing Company,Chicago, IL
1928,0.05,22.0,Special Amber,Vienna Lager,12.0,Sprecher Brewing Company,Glendale, WI
1929,0.05,22.0,Special Amber,Vienna Lager,12.0,Sprecher Brewing Company,Glendale, WI
1930,0.0559999999999999,44.94117647058823,Seven Gates Pale Ale,American Pale Ale (APA),12.0,Spring House Brewing Company,Conestoga, PA
1931,0.052,40.912020006176114,Gunga Din,Cider,16.0,St. Julian Winery,Paw Paw, MI
1932,0.042,20.0,Starr Pils,German Pilsener,12.0,Starr Hill Brewery,Crozet, VA
1933,0.065,52.0,Northern Lights India Pale Ale,American IPA,16.0,Starr Hill Brewery,Crozet, VA
1934,0.048,12.0,Festie,Märzen / Oktoberfest,12.0,Starr Hill Brewery,Crozet, VA
1935,0.065,52.0,Northern Lights India Pale Ale,American IPA,12.0,Starr Hill Brewery,Crozet, VA
1936,0.065,65.0,Third Eye Enlightened Pale Ale,American Pale Ale (APA),12.0,Steamworks Brewing Company,Durango, CO
1937,0.049,17.0,Colorado Kölsch,Kölsch,12.0,Steamworks Brewing Company,Durango, CO
1938,0.057,25.0,Steam Engine Lager,American Amber / Red Lager,12.0,Steamworks Brewing Company,Durango, CO
1939,0.065,65.0,Third Eye Pale Ale,American IPA,12.0,Steamworks Brewing Company,Durango, CO
1940,0.047,9.0,Point Special (Current),American Adjunct Lager,12.0,Stevens Point Brewery,Stevens Point, WI
1941,0.047,9.0,Point Special,American Adjunct Lager,12.0,Stevens Point Brewery,Stevens Point, WI
1942,0.054,33.0,Point Cascade Pale Ale (2013),American Pale Ale (APA),12.0,Stevens Point Brewery,Stevens Point, WI
1943,0.047,9.0,Point Special,American Adjunct Lager,12.0,Stevens Point Brewery,Stevens Point, WI
1944,0.052,9.0,Onyx Black Ale,American Black Ale,12.0,Stevens Point Brewery,Stevens Point, WI
1945,0.063,64.0,Beyond The Pale IPA,American IPA,12.0,Stevens Point Brewery,Stevens Point, WI
1946,0.047,9.0,Point Special (2013),American Adjunct Lager,12.0,Stevens Point Brewery,Stevens Point, WI
1947,0.047,9.0,Point Special (2012),American Adjunct Lager,12.0,Stevens Point Brewery,Stevens Point, WI
1948,0.047,9.0,Point Special Lager,American Adjunct Lager,16.0,Stevens Point Brewery,Stevens Point, WI
1949,0.062,24.625,St. Benedict's Winter Ale,Winter Warmer,12.0,Stevens Point Brewery,Stevens Point, WI
1950,0.057,15.0,Point Oktoberfest,Märzen / Oktoberfest,16.0,Stevens Point Brewery,Stevens Point, WI
1951,0.052,7.0,Point Nude Beach Summer Wheat,American Pale Wheat Ale,16.0,Stevens Point Brewery,Stevens Point, WI
1952,0.05,7.0,Point Nude Beach Summer Wheat,American Pale Wheat Ale,12.0,Stevens Point Brewery,Stevens Point, WI
1953,0.05,7.0,Point Nude Beach Summer Wheat (2011),American Pale Wheat Ale,12.0,Stevens Point Brewery,Stevens Point, WI
1954,0.035,20.983606557377048,Drop Dead Blonde,American Blonde Ale,12.0,Stevens Point Brewery,Stevens Point, WI
1955,0.049,13.0,Three Kings Ale,Kölsch,12.0,Stevens Point Brewery,Stevens Point, WI
1956,0.057,15.0,Point Oktoberfest,Märzen / Oktoberfest,12.0,Stevens Point Brewery,Stevens Point, WI
1957,0.054,32.0,2012 Black Ale,American Brown Ale,12.0,Stevens Point Brewery,Stevens Point, WI
1958,0.05,7.0,Point Nude Beach Summer Wheat (2010),American Pale Wheat Ale,12.0,Stevens Point Brewery,Stevens Point, WI
1959,0.054,33.0,Point Cascade Pale Ale,American Pale Ale (APA),12.0,Stevens Point Brewery,Stevens Point, WI
1960,0.047,14.0,Point Amber Classic,American Amber / Red Lager,12.0,Stevens Point Brewery,Stevens Point, WI
1961,0.047,9.0,Point Special Lager,American Adjunct Lager,12.0,Stevens Point Brewery,Stevens Point, WI
1962,0.051,31.0,Wisco Disco,American Amber / Red Ale,16.0,Stillmank Beer Company,Green Bay, WI
1963,0.05,68.9,Brontide,American Black Ale,12.0,Stillwater Artisanal Ales,Baltimore, MD
1964,0.05,68.9,Brontide,American Black Ale,12.0,Stillwater Artisanal Ales,Baltimore, MD
1965,0.045,28.39130434782609,Classique,Saison / Farmhouse Ale,12.0,Stillwater Artisanal Ales,Baltimore, MD
1966,0.045,20.983606557377048,Sunsplash Golden Ale (2004),American Blonde Ale,12.0,Stone Coast Brewing Company,Portland, ME
1967,0.051,25.0,Sand Island Lighthouse,Kölsch,12.0,Straight to Ale,Huntsville, AL
1968,0.05,30.0,Lily Flagg Milk Stout,Milk / Sweet Stout,12.0,Straight to Ale,Huntsville, AL
1969,0.072,70.0,Monkeynaut IPA,American IPA,12.0,Straight to Ale,Huntsville, AL
1970,0.05,11.0,Straub Beer (Current),American Adjunct Lager,12.0,Straub Brewery,St Mary's, PA
1971,0.0409999999999999,8.0,American Lager,American Adjunct Lager,12.0,Straub Brewery,St Mary's, PA
1972,0.0409999999999999,8.0,American Amber,American Amber / Red Lager,12.0,Straub Brewery,St Mary's, PA
1973,0.032,13.0,American Light,Light Lager,12.0,Straub Brewery,St Mary's, PA
1974,0.053,49.0,Extra Pale Ale,American Pale Ale (APA),12.0,Summit Brewing Company,St Paul, MN
1975,0.053,40.0,Make It So,Extra Special / Strong Bitter (ESB),12.0,Summit Brewing Company,St. Paul, MN
1976,0.047,55.0,Hopvale Organic Ale,American Pale Ale (APA),16.0,Summit Brewing Company,St. Paul, MN
1977,0.083,100.0,Unchained #18 Hop Silo,American Double / Imperial IPA,16.0,Summit Brewing Company,St. Paul, MN
1978,0.052,29.0,Tip Off,Altbier,16.0,Sun King Brewing Company,Indianapolis, IN
1979,0.054,26.90909090909091,Java Mac,Scottish Ale,16.0,Sun King Brewing Company,Indianapolis, IN
1980,0.054,23.0,Cowbell,American Porter,16.0,Sun King Brewing Company,Indianapolis, IN
1981,0.0579999999999999,20.0,Hop Up Offa That Brett (2014),Belgian Pale Ale,16.0,Sun King Brewing Company,Indianapolis, IN
1982,0.083,23.0,PV Muckle (2013),Scotch Ale / Wee Heavy,16.0,Sun King Brewing Company,Indianapolis, IN
1983,0.099,36.0,Bourbon Barrel Batch 666: Sympathy for the Devil,Belgian Dark Ale,16.0,Sun King Brewing Company,Indianapolis, IN
1984,0.09,30.0,Whip Fight,Scotch Ale / Wee Heavy,16.0,Sun King Brewing Company,Indianapolis, IN
1985,0.053,23.0,Port Barrel Wee Mac ,Scotch Ale / Wee Heavy,16.0,Sun King Brewing Company,Indianapolis, IN
1986,0.064,75.0,Fistful Of Hops Red,American IPA,16.0,Sun King Brewing Company,Indianapolis, IN
1987,0.063,75.0,Fistful of Hops Orange,American IPA,16.0,Sun King Brewing Company,Indianapolis, IN
1988,0.064,75.0,Fistful Of Hops Blue,American IPA,16.0,Sun King Brewing Company,Indianapolis, IN
1989,0.064,75.0,Fistful of Hops Green,American IPA,16.0,Sun King Brewing Company,Indianapolis, IN
1990,0.09,30.0,Wee Muckle,Scotch Ale / Wee Heavy,16.0,Sun King Brewing Company,Indianapolis, IN
1991,0.065,55.0,Royal Brat,Extra Special / Strong Bitter (ESB),16.0,Sun King Brewing Company,Indianapolis, IN
1992,0.075,77.0,Grapefruit Jungle (GFJ),American IPA,16.0,Sun King Brewing Company,Indianapolis, IN
1993,0.0559999999999999,50.0,Osiris Pale Ale,American Pale Ale (APA),16.0,Sun King Brewing Company,Indianapolis, IN
1994,0.099,75.0,Bourbon Barrel Aged Timmie,Russian Imperial Stout,16.0,Sun King Brewing Company,Indianapolis, IN
1995,0.063,23.0,Stupid Sexy Flanders,Flanders Oud Bruin,16.0,Sun King Brewing Company,Indianapolis, IN
1996,0.054,34.1764705882353,Popcorn Pilsner,German Pilsener,16.0,Sun King Brewing Company,Indianapolis, IN
1997,0.071,27.0,Ring of Dingle,Irish Dry Stout,16.0,Sun King Brewing Company,Indianapolis, IN
1998,0.054,23.0,Bourbon Barrel Wee Mac,Scottish Ale,16.0,Sun King Brewing Company,Indianapolis, IN
1999,0.099,60.0,Bourbon Barrel Johan,English Barleywine,16.0,Sun King Brewing Company,Indianapolis, IN
2000,0.07,29.894736842105264,The Deuce,American Brown Ale,16.0,Sun King Brewing Company,Indianapolis, IN
2001,0.09,24.0,The Velvet Fog,Quadrupel (Quad),16.0,Sun King Brewing Company,Indianapolis, IN
2002,0.055,23.0,Sun King Oktoberfest,Märzen / Oktoberfest,16.0,Sun King Brewing Company,Indianapolis, IN
2003,0.052,24.0,Indianapolis Indians Lager,Dortmunder / Export Lager,16.0,Sun King Brewing Company,Indianapolis, IN
2004,0.052,24.0,Indians Victory Lager (2012),Dortmunder / Export Lager,16.0,Sun King Brewing Company,Indianapolis, IN
2005,0.08,25.0,Chaka,Belgian Strong Pale Ale,16.0,Sun King Brewing Company,Indianapolis, IN
2006,0.091,91.0,Isis,American Double / Imperial IPA,16.0,Sun King Brewing Company,Indianapolis, IN
2007,0.09,30.0,Wee Muckle (2011),Scotch Ale / Wee Heavy,16.0,Sun King Brewing Company,Indianapolis, IN
2008,0.075,77.0,Grapefruit Jungle (GFJ) (2011),American IPA,16.0,Sun King Brewing Company,Indianapolis, IN
2009,0.055,23.0,Sun King Oktoberfest (2011),Märzen / Oktoberfest,16.0,Sun King Brewing Company,Indianapolis, IN
2010,0.099,60.0,Johan the Barleywine,English Barleywine,16.0,Sun King Brewing Company,Indianapolis, IN
2011,0.054,23.0,Wee Mac Scottish-Style Ale,Scottish Ale,16.0,Sun King Brewing Company,Indianapolis, IN
2012,0.053,20.0,Sunlight Cream Ale,Cream Ale,16.0,Sun King Brewing Company,Indianapolis, IN
2013,0.0559999999999999,50.0,Osiris Pale Ale (2010),American Pale Ale (APA),16.0,Sun King Brewing Company,Indianapolis, IN
2014,0.045,23.25,Dam Lager,American Amber / Red Lager,12.0,Sunken City Brewing Company,Hardy, VA
2015,0.07,67.63455149501661,Red Clay IPA,American IPA,12.0,Sunken City Brewing Company,Hardy, VA
2016,0.072,67.63455149501661,Todd the Axe Man,American IPA,16.0,Surly Brewing Company,Brooklyn Center, MN
2017,0.057,45.71428571428572,Doomtree,Extra Special / Strong Bitter (ESB),16.0,Surly Brewing Company,Brooklyn Center, MN
2018,0.099,85.0,BLAKKR,American Black Ale,16.0,Surly Brewing Company,Brooklyn Center, MN
2019,0.073,69.0,Overrated! West Coast Style IPA,American IPA,16.0,Surly Brewing Company,Brooklyn Center, MN
2020,0.075,90.0,WET,American IPA,16.0,Surly Brewing Company,Brooklyn Center, MN
2021,0.04,37.0,Bitter Brewer,English Bitter,16.0,Surly Brewing Company,Brooklyn Center, MN
2022,0.055,34.0,SurlyFest,Rye Beer,16.0,Surly Brewing Company,Brooklyn Center, MN
2023,0.051,45.0,Coffee Bender,American Brown Ale,16.0,Surly Brewing Company,Brooklyn Center, MN
2024,0.051,45.0,Bender,American Brown Ale,16.0,Surly Brewing Company,Brooklyn Center, MN
2025,0.0969999999999999,120.0,Abrasive Ale,American Double / Imperial IPA,16.0,Surly Brewing Company,Brooklyn Center, MN
2026,0.051,20.0,Hell,Keller Bier / Zwickel Bier,16.0,Surly Brewing Company,Brooklyn Center, MN
2027,0.067,33.0,CynicAle,Saison / Farmhouse Ale,16.0,Surly Brewing Company,Brooklyn Center, MN
2028,0.062,99.0,Furious,American IPA,16.0,Surly Brewing Company,Brooklyn Center, MN
2029,0.073,50.0,Big Nose,American IPA,12.0,Swamp Head Brewery,Gainesville, FL
2030,0.05,10.0,Cotton Mouth,Witbier,12.0,Swamp Head Brewery,Gainesville, FL
2031,0.0559999999999999,35.0,Stump Knocker Pale Ale,American Pale Ale (APA),12.0,Swamp Head Brewery,Gainesville, FL
2032,0.05,38.0,Midnight Oil,Oatmeal Stout,12.0,Swamp Head Brewery,Gainesville, FL
2033,0.059,18.0,Wild Night,Cream Ale,12.0,Swamp Head Brewery,Gainesville, FL
2034,0.045,22.2,Bermuda Triangle Ginger Beer,Herbed / Spiced Beer,12.0,Swashbuckler Brewing Company,Manheim, PA
2035,0.055,35.0,Take Two Pils,German Pilsener,12.0,SweetWater Brewing Company,Atlanta, GA
2036,0.057,17.59259259259259,Waterkeeper,Hefeweizen,12.0,SweetWater Brewing Company,Atlanta, GA
2037,0.064,67.63455149501661,SweetWater IPA,American IPA,12.0,SweetWater Brewing Company,Atlanta, GA
2038,0.054,44.94117647058823,420 Extra Pale Ale,American Pale Ale (APA),12.0,SweetWater Brewing Company,Atlanta, GA
2039,0.08,95.0,Dodgy Knight Imperial IPA,American Double / Imperial IPA,12.0,TailGate Beer,San Diego, CA
2040,0.05,28.39130434782609,TailGate Saison,Saison / Farmhouse Ale,12.0,TailGate Beer,San Diego, CA
2041,0.05,44.0,TailGate IPA,American IPA,24.0,TailGate Beer,San Diego, CA
2042,0.05,44.0,TailGate IPA,American IPA,12.0,TailGate Beer,San Diego, CA
2043,0.049,28.0,TailGate Hefeweizen,Hefeweizen,24.0,TailGate Beer,San Diego, CA
2044,0.05,19.0,Blacktop Blonde,American Blonde Ale,24.0,TailGate Beer,San Diego, CA
2045,0.05,19.0,Blacktop Blonde,American Blonde Ale,12.0,TailGate Beer,San Diego, CA
2046,0.049,28.0,TailGate Hefeweizen,Hefeweizen,12.0,TailGate Beer,San Diego, CA
2047,0.085,34.0,Wooden Rooster,Tripel,16.9,Tallgrass Brewing Company,Manhattan, KS
2048,0.048,20.0,Ginger Peach Saison,Saison / Farmhouse Ale,16.0,Tallgrass Brewing Company,Manhattan, KS
2049,0.062,35.0,Zombie Monkie,American Porter,16.0,Tallgrass Brewing Company,Manhattan, KS
2050,0.0559999999999999,20.0,Wild Plum Farmhouse Ale,Saison / Farmhouse Ale,16.0,Tallgrass Brewing Company,Manhattan, KS
2051,0.05,20.0,Vanilla Bean Buffalo Sweat,Oatmeal Stout,16.0,Tallgrass Brewing Company,Manhattan, KS
2052,0.068,110.0,Ethos IPA,American IPA,16.0,Tallgrass Brewing Company,Manhattan, KS
2053,0.044,12.0,Tallgrass Pub Ale,American Brown Ale,16.0,Tallgrass Brewing Company,Manhattan, KS
2054,0.072,93.0,Oasis,Extra Special / Strong Bitter (ESB),16.0,Tallgrass Brewing Company,Manhattan, KS
2055,0.05,20.0,Buffalo Sweat,Milk / Sweet Stout,16.0,Tallgrass Brewing Company,Manhattan, KS
2056,0.05,20.0,Halcyon Unfiltered Wheat,American Pale Wheat Ale,16.0,Tallgrass Brewing Company,Manhattan, KS
2057,0.052,44.94117647058823,8-Bit Pale Ale,American Pale Ale (APA),16.0,Tallgrass Brewing Company,Manhattan, KS
2058,0.085,23.5,Velvet Rooster,Tripel,16.0,Tallgrass Brewing Company,Manhattan, KS
2059,0.05,20.0,Halcyon Unfiltered Wheat,American Pale Wheat Ale,12.0,Tallgrass Brewing Company,Manhattan, KS
2060,0.05,16.0,Köld Lager (2010),German Pilsener,16.0,Tallgrass Brewing Company,Manhattan, KS
2061,0.072,93.0,Oasis (2010),American Double / Imperial IPA,16.0,Tallgrass Brewing Company,Manhattan, KS
2062,0.044,22.0,Tallgrass Ale,American Brown Ale,16.0,Tallgrass Brewing Company,Manhattan, KS
2063,0.05,20.0,Buffalo Sweat (2010),Milk / Sweet Stout,16.0,Tallgrass Brewing Company,Manhattan, KS
2064,0.063,60.0,Tallgrass IPA,American IPA,16.0,Tallgrass Brewing Company,Manhattan, KS
2065,0.068,67.63455149501661,Hat Trick Hop IPA,American IPA,16.0,Tamarack Brewing Company,Lakeside, MT
2066,0.0559999999999999,36.298701298701296,Yard Sale Amber Ale,American Amber / Red Ale,16.0,Tamarack Brewing Company,Lakeside, MT
2067,0.055,34.125,Loafin Bräu,Altbier,16.0,Tampa Bay Brewing Company,Tampa, FL
2068,0.07,80.0,Old Elephant Foot IPA,American IPA,16.0,Tampa Bay Brewing Company,Tampa, FL
2069,0.065,35.0,Peck's Porter,American Porter,16.0,Tapistry Brewing,Bridgman, MI
2070,0.07,67.63455149501661,Reactor,American IPA,16.0,Tapistry Brewing,Bridgman, MI
2071,0.057,16.208333333333332,Mr. Orange,Witbier,16.0,Tapistry Brewing,Bridgman, MI
2072,0.08,22.0,Deduction,Dubbel,12.0,Taxman Brewing Company,Bargersville, IN
2073,0.057,29.894736842105264,Face Down Brown Ale,American Brown Ale,12.0,Telluride Brewing Company,Telluride, CO
2074,0.064,67.63455149501661,Tempter IPA,American IPA,12.0,Telluride Brewing Company,Telluride, CO
2075,0.055,44.94117647058823,Bridal Veil Rye Pale Ale,American Pale Ale (APA),12.0,Telluride Brewing Company,Telluride, CO
2076,0.048,45.71428571428572,Smittytown,Extra Special / Strong Bitter (ESB),12.0,Temperance Beer Company,Evanston, IL
2077,0.04,14.2,Greenwood Beach,Fruit / Vegetable Beer,12.0,Temperance Beer Company,Evanston, IL
2078,0.066,54.71428571428572,Gatecrasher,English India Pale Ale (IPA),12.0,Temperance Beer Company,Evanston, IL
2079,0.047,42.0,RecreationAle,American Pale Ale (APA),12.0,Terrapin Brewing Company,Athens, GA
2080,0.055,35.0,First Stand,Saison / Farmhouse Ale,12.0,Texian Brewing Co.,Richmond, TX
2081,0.063,23.0,Battle LIne,American Brown Ale,12.0,Texian Brewing Co.,Richmond, TX
2082,0.0559999999999999,12.0,Broken Bridge,Dunkelweizen,12.0,Texian Brewing Co.,Richmond, TX
2083,0.071,69.0,Brutus,English India Pale Ale (IPA),12.0,Texian Brewing Co.,Richmond, TX
2084,0.06,27.0,Petit Mutant,American Wild Ale,16.0,The Alchemist,Waterbury, VT
2085,0.096,93.32,The Crusher,American Double / Imperial IPA,16.0,The Alchemist,Waterbury, VT
2086,0.08,62.0,Beelzebub,American Double / Imperial Stout,16.0,The Alchemist,Waterbury, VT
2087,0.07,67.63455149501661,Focal Banger,American IPA,16.0,The Alchemist,Waterbury, VT
2088,0.08,120.0,Heady Topper,American Double / Imperial IPA,16.0,The Alchemist,Waterbury, VT
2089,0.08,120.0,Heady Topper,American Double / Imperial IPA,16.0,The Alchemist,Waterbury, VT
2090,0.046,20.0,Bomber Mountain Amber Ale (2013),American Amber / Red Ale,12.0,The Black Tooth Brewing Company,Sheridan, WY
2091,0.07,75.0,Indian Paintbrush IPA,American IPA,12.0,The Black Tooth Brewing Company,Sheridan, WY
2092,0.048,16.0,Saddle Bronc Brown Ale (2013),English Brown Ale,12.0,The Black Tooth Brewing Company,Sheridan, WY
2093,0.059,15.0,Wagon Box Wheat Beer,American Pale Wheat Ale,12.0,The Black Tooth Brewing Company,Sheridan, WY
2094,0.05,23.875,Birdhouse Pale Ale,Belgian Pale Ale,12.0,The Brewer's Art,Baltimore, MD
2095,0.073,23.875,Ozzy,Belgian Pale Ale,12.0,The Brewer's Art,Baltimore, MD
2096,0.07,21.0,Resurrection,Dubbel,12.0,The Brewer's Art,Baltimore, MD
2097,0.052,16.0,Bronx Summer Pale Ale,American Pale Ale (APA),16.0,The Bronx Brewery,Bronx, NY
2098,0.057,46.0,Bronx Black Pale Ale,American Black Ale,16.0,The Bronx Brewery,Bronx, NY
2099,0.063,50.0,Bronx Pale Ale,American Pale Ale (APA),16.0,The Bronx Brewery,Bronx, NY
2100,0.052,35.0,Surfrider,American Pale Ale (APA),16.0,The Dudes' Brewing Company,Torrance, CA
2101,0.055,21.77777777777778,Kolschtal Eddy,Kölsch,16.0,The Dudes' Brewing Company,Torrance, CA
2102,0.05,67.63455149501661,South Bay Session IPA,American IPA,16.0,The Dudes' Brewing Company,Torrance, CA
2103,0.069,34.0,Grandma's Pecan,English Brown Ale,16.0,The Dudes' Brewing Company,Torrance, CA
2104,0.099,101.0,Double Trunk,American Double / Imperial IPA,16.0,The Dudes' Brewing Company,Torrance, CA
2105,0.046,45.0,Just IPA,American IPA,12.0,The Just Beer Project,Burlington, VT
2106,0.045,23.285714285714285,Lionshead,American Pilsner,12.0,The Lion Brewery,Wilkes-Barre, PA
2107,0.052,44.94117647058823,G. B. Russo’s Italian Pistachio Pale Ale,American Pale Ale (APA),16.0,The Mitten Brewing Company,Grand Rapids, MI
2108,0.0579999999999999,36.298701298701296,Northern Hawk Owl Amber,American Amber / Red Ale,12.0,The Right Brain Brewery,Traverse City, MI
2109,0.059,41.3125,CEO Stout,American Stout,16.0,The Right Brain Brewery,Traverse City, MI
2110,0.047,44.94117647058823,Will Power Pale Ale,American Pale Ale (APA),16.0,The Right Brain Brewery,Traverse City, MI
2111,0.044,40.912020006176114,Curious Traveler Shandy,Shandy,12.0,The Traveler Beer Company,Burlington, VT
2112,0.048,18.0,Hunny Do Wheat,American Pale Wheat Ale,12.0,Third Street Brewhouse,Cold Spring, MN
2113,0.052,44.94117647058823,Three Way Pale Ale,American Pale Ale (APA),12.0,Third Street Brewhouse,Cold Spring, MN
2114,0.0409999999999999,20.33333333333333,Rise to the Top,Cream Ale,12.0,Third Street Brewhouse,Cold Spring, MN
2115,0.049,29.894736842105264,Lost Trout Brown Ale,American Brown Ale,12.0,Third Street Brewhouse,Cold Spring, MN
2116,0.051,11.0,Watermelon Ale,Fruit / Vegetable Beer,12.0,Thomas Hooker Brewing Company,Bloomfield, CT
2117,0.04,18.0,Knotty Blonde Ale,American Blonde Ale,12.0,Three Creeks Brewing,Sisters, OR
2118,0.062,40.0,Fivepine Chocolate Porter,American Porter,12.0,Three Creeks Brewing,Sisters, OR
2119,0.062,82.0,Hoodoo Voodoo IPA,American IPA,12.0,Three Creeks Brewing,Sisters, OR
2120,0.053,22.0,Hydraulion Red,Irish Red Ale,12.0,Three Notch'd Brewing Company,Charlottesville, VA
2121,0.06,50.0,40 Mile IPA,American IPA,12.0,Three Notch'd Brewing Company,Charlottesville, VA
2122,0.055,64.0,Citra Faced,American Pale Wheat Ale,16.0,Three Pints Brewing,Martinsville, IN
2123,0.055,31.0,Pole Barn Stout,Oatmeal Stout,16.0,Three Pints Brewing,Martinsville, IN
2124,0.054,37.0,Pale,American Pale Ale (APA),16.0,Three Pints Brewing,Martinsville, IN
2125,0.053,27.0,Yoshi's Nectar,California Common / Steam Beer,16.0,Three Pints Brewing,Martinsville, IN
2126,0.052,36.298701298701296,Leatherhead Red,American Amber / Red Ale,12.0,Thunderhead Brewing Company,Kearney, NE
2127,0.065,67.63455149501661,Cropduster Mid-American IPA,American IPA,12.0,Thunderhead Brewing Company,Kearney, NE
2128,0.075,40.912020006176114,Golden Frau Honey Wheat,Braggot,12.0,Thunderhead Brewing Company,Kearney, NE
2129,0.0579999999999999,20.0,Cafe Leche,American Porter,16.0,Tin Man Brewing Company,Evansville, IN
2130,0.052,12.0,Damascene Apricot Sour,Fruit / Vegetable Beer,16.0,Tin Man Brewing Company,Evansville, IN
2131,0.12,90.0,Csar,Russian Imperial Stout,16.0,Tin Man Brewing Company,Evansville, IN
2132,0.055,20.0,Klingon Warnog Roggen Dunkel,Roggenbier,16.0,Tin Man Brewing Company,Evansville, IN
2133,0.085,115.0,Overlord Imperial IPA,American Double / Imperial IPA,16.0,Tin Man Brewing Company,Evansville, IN
2134,0.0579999999999999,36.0,Alloy,American IPA,16.0,Tin Man Brewing Company,Evansville, IN
2135,0.051,22.0,Rivet Irish Red Ale,Irish Red Ale,16.0,Tin Man Brewing Company,Evansville, IN
2136,0.052,50.0,3 Gear Robust Porter,American Porter,16.0,Tin Man Brewing Company,Evansville, IN
2137,0.045,35.0,Circuit Bohemian Pilsner,Czech Pilsener,16.0,Tin Man Brewing Company,Evansville, IN
2138,0.055,20.983606557377048,Turnrow Harvest Ale,American Blonde Ale,12.0,Tin Roof Brewing Company,Baton Rouge, LA
2139,0.07,60.0,Juke Joint IPA,American IPA,12.0,Tin Roof Brewing Company,Baton Rouge, LA
2140,0.07,35.0,Parade Ground Coffee Porter,American Porter,12.0,Tin Roof Brewing Company,Baton Rouge, LA
2141,0.05,21.0,Tin Roof Watermelon Wheat,Fruit / Vegetable Beer,12.0,Tin Roof Brewing Company,Baton Rouge, LA
2142,0.045,18.0,Tin Roof Blonde Ale,American Blonde Ale,12.0,Tin Roof Brewing Company,Baton Rouge, LA
2143,0.055,37.0,Voodoo Bengal Pale Ale,American Pale Ale (APA),12.0,Tin Roof Brewing Company,Baton Rouge, LA
2144,0.045,28.0,Perfect Tin Amber,American Amber / Red Ale,12.0,Tin Roof Brewing Company,Baton Rouge, LA
